customer_id,age,segment,region,tenure_months,credit_limit,avg_monthly_spend,txns_last_3mo,days_past_due,churn_flag,current_balance,utilization_rate,pct_revolve,revolve_balance,delinquent_flag
100294,44,Mass,North,122,20000,16836.0,22,0,0,18273.0,0.91,0.24,4386.0,0
100295,31,Affluent,West,30,50000,13585.0,23,0,0,18598.0,0.37,0.08,1488.0,0
100296,69,Mass,South,108,50000,15102.0,27,90,0,22431.0,0.45,0.55,12337.0,1
100297,28,Affluent,West,98,20000,21641.0,25,0,0,70712.0,3.54,0.72,50913.0,0
100298,56,Starter,South,32,50000,18656.0,22,0,0,19477.0,0.39,0.53,10323.0,0
100299,58,Mass,North,156,120000,12953.0,21,0,0,54070.0,0.45,0.67,36227.0,0
100300,60,Starter,North,172,20000,16592.0,30,0,1,4055.0,0.2,0.06,243.0,0
100301,40,Mass,North,79,80000,18668.0,33,0,0,33081.0,0.41,0.44,14556.0,0
100302,55,Starter,South,41,50000,1000.0,24,0,0,11645.0,0.23,0.3,3494.0,0
100303,68,Affluent,East,63,80000,21894.0,16,0,1,56690.0,0.71,0.67,37982.0,0
100304,45,Affluent,South,23,50000,9672.0,15,0,0,39637.0,0.79,0.94,37259.0,0
100305,55,Affluent,East,104,20000,8197.0,21,0,0,48333.0,2.42,0.13,6283.0,0
100306,45,Starter,South,75,20000,3658.0,18,0,0,24158.0,1.21,0.45,10871.0,0
100307,49,Mass,South,48,20000,2752.0,21,0,0,13963.0,0.7,0.71,9914.0,0
100308,38,Mass,North,160,20000,6479.0,25,0,0,11862.0,0.59,0.05,593.0,0
100309,66,Mass,West,57,80000,11973.0,22,0,0,11152.0,0.14,0.18,2007.0,0
100310,38,Mass,West,118,120000,34603.0,19,0,0,58685.0,0.49,0.68,39906.0,0
100311,22,Mass,East,100,120000,13530.0,17,0,0,35955.0,0.3,0.77,27685.0,0
100312,55,Mass,West,124,80000,19511.0,18,0,0,32567.0,0.41,0.11,3582.0,0
100313,36,Mass,South,161,20000,21404.0,26,0,0,12137.0,0.61,0.54,6554.0,0
100314,61,Mass,South,152,50000,19114.0,14,0,0,37350.0,0.75,0.31,11578.0,0
100315,56,Starter,North,167,50000,17342.0,20,30,0,24347.0,0.49,0.23,5600.0,1
100316,53,Starter,North,34,20000,7840.0,25,0,0,18699.0,0.93,0.57,10658.0,0
100317,24,Starter,West,156,50000,30333.0,18,0,0,3827.0,0.08,0.15,574.0,0
100318,53,Affluent,East,165,50000,33361.0,21,0,0,21523.0,0.43,0.16,3444.0,0
100319,34,Starter,West,7,50000,3697.0,35,0,0,24705.0,0.49,0.38,9388.0,0
100320,41,Starter,West,165,50000,9296.0,20,0,1,2417.0,0.05,0.45,1088.0,0
100321,68,Mass,West,56,120000,15622.0,16,0,0,39012.0,0.33,0.73,28479.0,0
100322,40,Affluent,West,65,80000,9801.0,26,0,0,39433.0,0.49,0.25,9858.0,0
100323,28,Affluent,South,47,50000,22301.0,19,0,0,60457.0,1.21,0.21,12696.0,0
100324,27,Mass,East,148,120000,11810.0,21,0,0,38267.0,0.32,0.29,11097.0,0
100325,23,Mass,South,19,200000,36403.0,21,0,0,14805.0,0.07,0.28,4145.0,0
100326,37,Mass,East,157,50000,28120.0,22,0,0,15695.0,0.31,0.57,8946.0,0
100327,53,Starter,North,146,50000,19807.0,29,0,0,7821.0,0.16,0.42,3285.0,0
100328,68,Affluent,West,163,50000,26729.0,31,0,1,55844.0,1.12,0.14,7818.0,0
100329,32,Mass,South,171,120000,27400.0,26,0,0,25707.0,0.21,0.47,12082.0,0
100330,42,Mass,East,126,120000,13206.0,11,0,0,34503.0,0.29,0.16,5520.0,0
100331,42,Mass,North,139,20000,11062.0,22,0,0,54445.0,2.72,0.54,29400.0,0
100332,66,Mass,North,49,50000,18664.0,24,0,0,20384.0,0.41,0.06,1223.0,0
100333,50,Mass,West,113,80000,25324.0,34,30,1,2272.0,0.03,0.68,1545.0,1
100334,58,Affluent,East,38,50000,19182.0,16,0,1,54354.0,1.09,0.17,9240.0,0
100335,58,Affluent,South,64,20000,4596.0,24,0,0,71212.0,3.56,0.55,39167.0,0
100336,65,Mass,West,69,120000,11176.0,21,0,1,33892.0,0.28,0.56,18980.0,0
100337,28,Mass,South,136,80000,17371.0,22,0,0,11684.0,0.15,0.19,2220.0,0
100338,47,Starter,North,162,120000,17357.0,22,0,1,25470.0,0.21,0.51,12990.0,0
100339,47,Mass,South,176,120000,34767.0,24,30,0,11222.0,0.09,0.55,6172.0,1
100340,54,Starter,South,116,80000,6219.0,28,0,0,9791.0,0.12,0.26,2546.0,0
100341,41,Mass,West,65,50000,22298.0,22,60,0,7731.0,0.15,0.66,5102.0,1
100342,50,Affluent,South,31,80000,30657.0,24,0,0,47840.0,0.6,0.35,16744.0,0
100343,53,Mass,West,132,20000,37307.0,21,0,0,12935.0,0.65,0.11,1423.0,0
100344,48,Mass,North,113,80000,14563.0,16,0,0,29902.0,0.37,0.23,6877.0,0
100345,67,Mass,West,109,20000,22177.0,23,0,0,22505.0,1.13,0.3,6752.0,0
100346,53,Starter,West,178,80000,22843.0,21,0,0,6540.0,0.08,0.19,1243.0,0
100347,25,Mass,East,69,20000,19662.0,28,0,0,28335.0,1.42,0.12,3400.0,0
100348,68,Starter,South,158,20000,17160.0,14,0,0,7777.0,0.39,0.26,2022.0,0
100349,39,Starter,North,120,20000,21706.0,28,0,0,15599.0,0.78,0.5,7800.0,0
100350,24,Mass,West,88,20000,1000.0,25,0,0,27269.0,1.36,0.5,13634.0,0
100351,55,Mass,North,67,80000,23798.0,24,0,0,13172.0,0.16,0.22,2898.0,0
100352,69,Mass,East,75,80000,19073.0,26,0,0,61614.0,0.77,0.15,9242.0,0
100353,37,Starter,South,45,50000,16109.0,24,0,0,2370.0,0.05,0.26,616.0,0
100354,64,Mass,West,4,20000,35398.0,16,0,0,25701.0,1.29,0.4,10280.0,0
100355,48,Mass,South,154,20000,12263.0,23,0,0,49228.0,2.46,0.14,6892.0,0
100356,50,Mass,East,155,20000,14574.0,21,0,0,55627.0,2.78,0.32,17801.0,0
100357,49,Mass,East,174,20000,34928.0,25,0,0,25820.0,1.29,0.37,9553.0,0
100358,66,Mass,North,107,120000,10927.0,15,0,0,33211.0,0.28,0.42,13949.0,0
100359,26,Mass,West,51,20000,13324.0,22,0,0,13180.0,0.66,0.37,4877.0,0
100360,55,Mass,North,50,50000,16750.0,28,0,0,25792.0,0.52,0.74,19086.0,0
100361,61,Affluent,East,6,20000,25146.0,22,90,0,67419.0,3.37,0.65,43822.0,1
100362,57,Mass,South,59,20000,19766.0,21,0,0,30772.0,1.54,0.89,27387.0,0
100363,44,Mass,North,125,50000,7013.0,22,0,0,32991.0,0.66,0.16,5279.0,0
100364,49,Mass,North,143,80000,13477.0,18,30,0,36397.0,0.45,0.13,4732.0,1
100365,69,Mass,South,30,20000,12837.0,22,0,0,31565.0,1.58,0.39,12310.0,0
100366,66,Affluent,North,170,20000,17344.0,15,0,0,64557.0,3.23,0.18,11620.0,0
100367,51,Mass,South,122,50000,21620.0,32,30,0,13923.0,0.28,0.45,6265.0,1
100368,55,Mass,West,125,20000,21555.0,17,0,0,19804.0,0.99,0.28,5545.0,0
100369,53,Mass,South,37,20000,2904.0,19,0,0,23766.0,1.19,0.1,2377.0,0
100370,41,Mass,West,170,200000,27043.0,19,0,0,43762.0,0.22,0.52,22756.0,0
100371,52,Mass,South,124,80000,20147.0,23,0,0,10556.0,0.13,0.75,7917.0,0
100372,43,Affluent,East,101,80000,29769.0,20,0,0,88182.0,1.1,0.33,29100.0,0
100373,53,Mass,East,35,50000,21776.0,18,0,0,42295.0,0.85,0.37,15649.0,0
100374,23,Mass,West,87,50000,27361.0,26,0,0,23502.0,0.47,0.44,10341.0,0
100375,38,Affluent,West,134,50000,21966.0,25,0,0,32391.0,0.65,0.45,14576.0,0
100376,45,Starter,East,18,80000,29443.0,21,0,0,7157.0,0.09,0.68,4867.0,0
100377,62,Starter,West,113,80000,22439.0,20,0,0,21885.0,0.27,0.41,8973.0,0
100378,51,Mass,South,29,20000,17168.0,17,0,1,24573.0,1.23,0.88,21624.0,0
100379,23,Affluent,South,77,50000,37316.0,20,0,0,33817.0,0.68,0.55,18599.0,0
100380,60,Starter,East,59,50000,25557.0,19,0,0,20011.0,0.4,0.14,2802.0,0
100381,66,Starter,North,175,120000,22877.0,16,0,0,10134.0,0.08,0.29,2939.0,0
100382,44,Starter,South,126,80000,7151.0,22,0,0,14898.0,0.19,0.23,3427.0,0
100383,52,Starter,West,145,50000,7049.0,30,0,0,15634.0,0.31,0.9,14071.0,0
100384,67,Starter,North,109,20000,20488.0,19,0,0,7716.0,0.39,0.31,2392.0,0
100385,42,Mass,North,22,80000,19237.0,18,0,0,22135.0,0.28,0.67,14830.0,0
100386,43,Mass,South,68,20000,12780.0,12,0,0,50192.0,2.51,0.17,8533.0,0
100387,22,Starter,South,69,50000,19198.0,22,0,0,23453.0,0.47,0.4,9381.0,0
100388,47,Mass,North,165,20000,31503.0,16,0,1,47930.0,2.4,0.29,13900.0,0
100389,62,Starter,North,49,80000,23911.0,20,30,0,30153.0,0.38,0.72,21710.0,1
100390,22,Mass,East,141,20000,8301.0,22,0,1,14298.0,0.71,0.17,2431.0,0
100391,46,Mass,West,162,50000,17052.0,21,0,1,32606.0,0.65,0.17,5543.0,0
100392,37,Mass,East,109,120000,11158.0,24,0,0,27231.0,0.23,0.18,4902.0,0
100393,60,Starter,South,86,20000,14705.0,21,0,0,4873.0,0.24,0.25,1218.0,0
100394,53,Mass,East,53,50000,14484.0,26,30,0,24651.0,0.49,0.3,7395.0,1
100395,29,Starter,East,123,50000,13940.0,22,0,0,10542.0,0.21,0.48,5060.0,0
100396,63,Affluent,East,87,20000,7331.0,23,0,0,34917.0,1.75,0.52,18157.0,0
100397,68,Mass,East,179,80000,16915.0,12,0,0,26519.0,0.33,0.22,5834.0,0
100398,59,Mass,West,131,20000,13235.0,17,0,0,40396.0,2.02,0.35,14139.0,0
100399,49,Starter,West,42,50000,1000.0,26,0,0,3070.0,0.06,0.75,2302.0,0
100400,62,Affluent,North,98,80000,35450.0,16,0,0,28185.0,0.35,0.68,19166.0,0
100401,46,Starter,South,160,80000,27255.0,16,0,0,11285.0,0.14,0.09,1016.0,0
100402,55,Starter,East,109,80000,14801.0,18,0,0,0.0,0.0,0.12,0.0,0
100403,45,Mass,North,51,50000,18160.0,18,0,0,50868.0,1.02,0.2,10174.0,0
100404,44,Starter,North,85,20000,8041.0,12,0,0,7292.0,0.36,0.43,3136.0,0
100405,33,Affluent,North,174,80000,32414.0,12,0,0,69185.0,0.86,0.31,21447.0,0
100406,27,Mass,West,127,50000,34127.0,22,0,0,41378.0,0.83,0.19,7862.0,0
100407,56,Starter,East,21,120000,19332.0,23,0,0,21622.0,0.18,0.13,2811.0,0
100408,65,Mass,East,44,120000,26700.0,17,0,0,801.0,0.01,0.5,400.0,0
100409,40,Affluent,South,139,120000,19490.0,23,0,0,30851.0,0.26,0.48,14808.0,0
100410,21,Affluent,East,103,50000,6638.0,26,0,0,89197.0,1.78,0.5,44598.0,0
100411,28,Mass,East,68,50000,14500.0,16,0,0,45508.0,0.91,0.29,13197.0,0
100412,66,Affluent,North,129,80000,19121.0,25,0,1,28298.0,0.35,0.7,19809.0,0
100413,36,Affluent,South,92,50000,14136.0,25,0,0,78058.0,1.56,0.32,24979.0,0
100414,34,Mass,East,24,20000,16141.0,18,0,0,40018.0,2.0,0.55,22010.0,0
100415,32,Starter,West,125,120000,17223.0,17,0,0,8215.0,0.07,0.24,1972.0,0
100416,43,Mass,East,141,120000,17313.0,25,0,0,44101.0,0.37,0.45,19845.0,0
100417,35,Affluent,North,111,50000,18444.0,30,0,0,41553.0,0.83,0.71,29503.0,0
100418,48,Starter,West,98,20000,8985.0,18,0,0,16104.0,0.81,0.47,7569.0,0
100419,54,Affluent,North,139,50000,11905.0,21,0,1,70557.0,1.41,0.48,33867.0,0
100420,22,Starter,East,179,120000,7081.0,22,0,0,7290.0,0.06,0.23,1677.0,0
100421,52,Starter,West,17,120000,26311.0,21,0,0,25008.0,0.21,0.67,16755.0,0
100422,43,Mass,South,99,20000,1000.0,16,0,0,42700.0,2.13,0.46,19642.0,0
100423,42,Starter,South,82,20000,27806.0,20,0,0,6524.0,0.33,0.24,1566.0,0
100424,45,Affluent,West,104,120000,29784.0,17,0,0,65618.0,0.55,0.35,22966.0,0
100425,42,Affluent,West,152,50000,15431.0,15,0,0,39239.0,0.78,0.56,21974.0,0
100426,42,Affluent,North,19,50000,1000.0,26,0,0,53620.0,1.07,0.63,33781.0,0
100427,69,Mass,West,165,200000,14929.0,23,0,0,0.0,0.0,0.66,0.0,0
100428,62,Starter,North,85,20000,17454.0,23,0,0,10340.0,0.52,0.16,1654.0,0
100429,26,Mass,East,8,80000,9410.0,20,0,0,24791.0,0.31,0.37,9173.0,0
100430,35,Mass,North,28,20000,13621.0,24,60,0,13346.0,0.67,0.32,4271.0,1
100431,63,Mass,West,5,50000,31007.0,30,60,0,2491.0,0.05,0.24,598.0,1
100432,57,Starter,West,145,120000,23652.0,23,0,0,19583.0,0.16,0.51,9987.0,0
100433,53,Mass,East,101,50000,10141.0,26,0,1,25083.0,0.5,0.75,18812.0,0
100434,28,Mass,West,164,200000,4420.0,17,0,0,37988.0,0.19,0.31,11776.0,0
100435,64,Affluent,West,118,80000,15220.0,25,0,0,0.0,0.0,0.23,0.0,0
100436,64,Affluent,South,147,50000,16186.0,21,0,0,33695.0,0.67,0.54,18195.0,0
100437,25,Mass,South,64,20000,22218.0,20,0,0,12466.0,0.62,0.36,4488.0,0
100438,59,Mass,East,91,50000,13450.0,21,0,0,41216.0,0.82,0.09,3709.0,0
100439,24,Mass,North,117,50000,22348.0,24,0,1,28709.0,0.57,0.11,3158.0,0
100440,26,Starter,South,98,20000,34449.0,27,0,0,29777.0,1.49,0.34,10124.0,0
100441,65,Affluent,North,11,50000,24932.0,27,0,0,22161.0,0.44,0.25,5540.0,0
100442,52,Affluent,West,54,50000,17591.0,19,0,0,46198.0,0.92,0.23,10626.0,0
100443,50,Mass,South,173,80000,16443.0,20,60,0,32428.0,0.41,0.33,10701.0,1
100444,67,Mass,East,47,80000,14968.0,13,0,0,17808.0,0.22,0.24,4274.0,0
100445,55,Starter,East,140,80000,28035.0,23,0,0,23234.0,0.29,0.25,5808.0,0
100446,60,Mass,East,149,20000,12668.0,18,0,1,24407.0,1.22,0.12,2929.0,0
100447,36,Starter,South,139,20000,18384.0,27,0,0,20044.0,1.0,0.44,8819.0,0
100448,33,Affluent,North,5,80000,18435.0,27,0,0,60707.0,0.76,0.76,46137.0,0
100449,62,Starter,West,20,50000,13735.0,26,0,0,0.0,0.0,0.03,0.0,0
100450,50,Mass,North,169,20000,6334.0,17,0,0,33930.0,1.7,0.33,11197.0,0
100451,39,Affluent,North,46,120000,20745.0,28,0,1,13939.0,0.12,0.38,5297.0,0
100452,37,Mass,West,12,80000,17481.0,35,0,0,48204.0,0.6,0.48,23138.0,0
100453,39,Starter,West,70,50000,22252.0,16,30,0,21186.0,0.42,0.15,3178.0,1
100454,48,Starter,South,17,20000,13464.0,33,0,0,34857.0,1.74,0.36,12549.0,0
100455,46,Starter,South,115,80000,28377.0,20,60,0,16235.0,0.2,0.44,7143.0,1
100456,57,Mass,South,147,80000,10547.0,25,0,0,32435.0,0.41,0.62,20110.0,0
100457,46,Starter,South,154,80000,32552.0,26,0,0,12408.0,0.16,0.37,4591.0,0
100458,43,Mass,South,48,80000,3145.0,22,0,0,615.0,0.01,0.54,332.0,0
100459,29,Affluent,West,108,120000,21696.0,20,0,0,64064.0,0.53,0.51,32673.0,0
100460,32,Starter,North,52,50000,22041.0,20,0,0,16202.0,0.32,0.62,10045.0,0
100461,21,Affluent,South,96,20000,11238.0,22,0,1,32416.0,1.62,0.37,11994.0,0
100462,21,Affluent,South,70,80000,21607.0,20,0,0,30866.0,0.39,0.08,2469.0,0
100463,67,Starter,North,102,80000,28876.0,24,0,0,19575.0,0.24,0.66,12920.0,0
100464,54,Affluent,South,75,80000,1000.0,19,0,0,46677.0,0.58,0.12,5601.0,0
100465,52,Mass,North,161,20000,22273.0,25,0,0,34335.0,1.72,0.32,10987.0,0
100466,68,Affluent,North,151,20000,1000.0,24,0,0,21452.0,1.07,0.56,12013.0,0
100467,45,Mass,West,143,120000,9792.0,24,0,0,26936.0,0.22,0.31,8350.0,0
100468,60,Mass,East,155,80000,31848.0,23,0,0,22972.0,0.29,0.75,17229.0,0
100469,65,Mass,West,179,120000,13055.0,14,0,0,1832.0,0.02,0.28,513.0,0
100470,21,Affluent,East,82,80000,8022.0,32,0,0,54329.0,0.68,0.42,22818.0,0
100471,36,Mass,East,92,80000,16318.0,21,0,0,25247.0,0.32,0.37,9341.0,0
100472,59,Mass,East,179,80000,35577.0,22,0,0,26276.0,0.33,0.42,11036.0,0
100473,25,Affluent,South,175,120000,2431.0,18,0,0,48660.0,0.41,0.18,8759.0,0
100474,42,Starter,West,4,80000,9064.0,17,0,0,604.0,0.01,0.54,326.0,0
100475,49,Starter,East,135,80000,30728.0,21,0,0,16398.0,0.2,0.36,5903.0,0
100476,23,Starter,North,109,20000,33790.0,18,0,0,17385.0,0.87,0.58,10083.0,0
100477,32,Mass,South,163,50000,17121.0,24,60,0,34010.0,0.68,0.23,7822.0,1
100478,46,Starter,West,48,80000,7468.0,21,0,1,32817.0,0.41,0.62,20347.0,0
100479,36,Affluent,East,73,50000,35815.0,23,0,0,27371.0,0.55,0.09,2463.0,0
100480,57,Starter,North,72,20000,31553.0,22,0,0,14475.0,0.72,0.62,8974.0,0
100481,42,Mass,West,116,50000,23771.0,32,0,0,14551.0,0.29,0.33,4802.0,0
100482,49,Starter,West,173,20000,11095.0,13,0,0,19337.0,0.97,0.38,7348.0,0
100483,34,Affluent,South,81,20000,17583.0,18,0,0,45687.0,2.28,0.26,11879.0,0
100484,48,Affluent,West,81,50000,16637.0,21,60,0,37750.0,0.76,0.4,15100.0,1
100485,25,Mass,South,113,120000,20812.0,20,0,0,41845.0,0.35,0.18,7532.0,0
100486,67,Affluent,East,96,50000,30334.0,22,30,1,58494.0,1.17,0.43,25152.0,1
100487,69,Starter,South,72,20000,25475.0,24,0,0,24879.0,1.24,0.31,7712.0,0
100488,50,Affluent,North,147,20000,8842.0,17,0,0,29102.0,1.46,0.46,13387.0,0
100489,66,Starter,South,63,80000,29700.0,23,0,1,24178.0,0.3,0.26,6286.0,0
100490,25,Affluent,North,38,50000,20662.0,21,0,0,48081.0,0.96,0.56,26925.0,0
100491,32,Starter,South,67,120000,23840.0,23,0,0,8432.0,0.07,0.79,6661.0,0
100492,36,Mass,West,69,80000,30466.0,19,90,0,10680.0,0.13,0.42,4486.0,1
100493,46,Mass,East,13,80000,8552.0,14,0,0,12015.0,0.15,0.47,5647.0,0
100494,46,Starter,North,175,50000,17695.0,26,0,0,4602.0,0.09,0.22,1012.0,0
100495,68,Starter,South,31,80000,13483.0,22,0,0,33487.0,0.42,0.36,12055.0,0
100496,41,Starter,South,114,50000,4673.0,21,0,0,1924.0,0.04,0.31,596.0,0
100497,59,Mass,South,22,120000,20947.0,19,0,0,25875.0,0.22,0.57,14749.0,0
100498,56,Mass,West,93,80000,39348.0,22,0,0,32535.0,0.41,0.41,13339.0,0
100499,53,Starter,West,171,50000,2359.0,11,0,0,20991.0,0.42,0.11,2309.0,0
100500,50,Mass,North,67,50000,17726.0,28,0,0,21939.0,0.44,0.26,5704.0,0
100501,57,Starter,North,54,20000,23445.0,17,0,1,5315.0,0.27,0.87,4624.0,0
100502,43,Affluent,West,138,80000,19046.0,20,0,0,39657.0,0.5,0.54,21415.0,0
100503,30,Starter,North,42,20000,17038.0,26,60,0,22701.0,1.14,0.07,1589.0,1
100504,25,Starter,East,64,80000,6957.0,12,0,0,30061.0,0.38,0.58,17435.0,0
100505,56,Starter,East,126,50000,19979.0,21,0,0,10612.0,0.21,0.26,2759.0,0
100506,54,Mass,West,21,80000,11568.0,32,0,0,22787.0,0.28,0.56,12761.0,0
100507,51,Affluent,North,169,120000,1000.0,19,0,0,42931.0,0.36,0.58,24900.0,0
100508,30,Mass,South,152,80000,28154.0,28,0,1,47219.0,0.59,0.3,14166.0,0
100509,39,Starter,East,35,80000,26146.0,26,0,1,13863.0,0.17,0.62,8595.0,0
100510,52,Mass,West,30,20000,18439.0,23,0,1,30333.0,1.52,0.4,12133.0,0
100511,21,Mass,North,57,20000,19947.0,16,0,1,9057.0,0.45,0.31,2808.0,0
100512,25,Starter,West,47,80000,27132.0,19,0,0,18051.0,0.23,0.46,8303.0,0
100513,65,Mass,South,163,50000,19907.0,25,0,0,29608.0,0.59,0.39,11547.0,0
100514,24,Affluent,East,19,50000,25684.0,23,0,1,48330.0,0.97,0.64,30931.0,0
100515,36,Starter,West,114,20000,15471.0,13,0,0,29056.0,1.45,0.29,8426.0,0
100516,44,Mass,West,8,50000,29152.0,21,0,1,43329.0,0.87,0.2,8666.0,0
100517,36,Mass,West,26,20000,20727.0,29,0,0,38998.0,1.95,0.66,25739.0,0
100518,22,Mass,South,113,120000,19649.0,24,30,0,48672.0,0.41,0.54,26283.0,1
100519,69,Starter,West,71,20000,7204.0,18,0,0,6418.0,0.32,0.4,2567.0,0
100520,48,Starter,South,30,80000,20439.0,32,0,1,9537.0,0.12,0.27,2575.0,0
100521,52,Affluent,South,135,20000,10928.0,27,0,0,44234.0,2.21,0.47,20790.0,0
100522,47,Affluent,South,67,80000,12575.0,22,0,0,61375.0,0.77,0.36,22095.0,0
100523,40,Mass,East,65,50000,11069.0,31,60,0,50986.0,1.02,0.53,27023.0,1
100524,44,Mass,East,36,120000,8937.0,24,0,0,34308.0,0.29,0.16,5489.0,0
100525,32,Mass,West,25,120000,36061.0,22,0,0,55722.0,0.46,0.52,28975.0,0
100526,55,Mass,West,37,50000,29316.0,22,0,0,36100.0,0.72,0.51,18411.0,0
100527,53,Mass,East,1,120000,34323.0,23,0,0,43933.0,0.37,0.39,17134.0,0
100528,53,Starter,North,143,200000,7605.0,24,60,0,15892.0,0.08,0.31,4927.0,1
100529,63,Affluent,East,37,120000,18606.0,17,0,0,27223.0,0.23,0.26,7078.0,0
100530,57,Mass,South,141,120000,7005.0,32,0,0,41664.0,0.35,0.21,8749.0,0
100531,32,Affluent,East,136,20000,12087.0,21,0,0,24717.0,1.24,0.57,14089.0,0
100532,23,Starter,South,133,80000,10196.0,23,0,0,19338.0,0.24,0.54,10443.0,0
100533,21,Starter,West,128,20000,28536.0,21,0,1,7469.0,0.37,0.46,3436.0,0
100534,53,Starter,North,127,20000,14632.0,35,0,0,3771.0,0.19,0.7,2640.0,0
100535,60,Mass,West,1,200000,27081.0,20,60,0,0.0,0.0,0.4,0.0,1
100536,30,Affluent,South,164,50000,23135.0,18,0,0,21395.0,0.43,0.39,8344.0,0
100537,63,Starter,South,35,80000,37581.0,17,0,0,21992.0,0.27,0.35,7697.0,0
100538,64,Affluent,South,104,120000,5425.0,22,30,0,44721.0,0.37,0.47,21019.0,1
100539,49,Mass,North,23,120000,28703.0,28,0,0,37083.0,0.31,0.63,23362.0,0
100540,33,Affluent,East,9,200000,27745.0,22,0,0,62705.0,0.31,0.29,18184.0,0
100541,32,Starter,West,34,20000,9726.0,18,0,0,19728.0,0.99,0.44,8680.0,0
100542,51,Affluent,West,174,20000,26561.0,26,0,0,26070.0,1.3,0.27,7039.0,0
100543,66,Mass,East,128,50000,20857.0,20,0,0,36557.0,0.73,0.35,12795.0,0
100544,22,Starter,West,4,20000,16066.0,23,30,0,3503.0,0.18,0.14,490.0,1
100545,55,Starter,North,158,20000,10997.0,30,0,0,18243.0,0.91,0.13,2372.0,0
100546,43,Affluent,West,102,50000,11888.0,14,0,0,56700.0,1.13,0.4,22680.0,0
100547,37,Affluent,South,75,80000,35423.0,24,0,1,50624.0,0.63,0.4,20250.0,0
100548,46,Starter,East,99,80000,18006.0,21,0,0,12264.0,0.15,0.3,3679.0,0
100549,28,Mass,North,72,50000,24648.0,17,0,0,5152.0,0.1,0.5,2576.0,0
100550,49,Affluent,East,3,80000,11277.0,35,0,0,42551.0,0.53,0.33,14042.0,0
100551,46,Affluent,North,142,20000,11371.0,22,60,1,26830.0,1.34,0.35,9390.0,1
100552,30,Affluent,South,173,20000,27197.0,23,0,0,57082.0,2.85,0.19,10846.0,0
100553,46,Mass,East,34,80000,6529.0,16,0,0,18835.0,0.24,0.45,8476.0,0
100554,54,Mass,West,45,80000,14471.0,20,0,0,39945.0,0.5,0.63,25165.0,0
100555,61,Mass,North,61,80000,18289.0,23,0,1,27976.0,0.35,0.42,11750.0,0
100556,27,Mass,East,83,20000,18947.0,26,0,0,25342.0,1.27,0.24,6082.0,0
100557,24,Mass,West,123,120000,16478.0,20,0,0,31733.0,0.26,0.35,11107.0,0
100558,65,Mass,East,102,80000,21364.0,18,0,0,22133.0,0.28,0.26,5755.0,0
100559,31,Starter,East,16,80000,23889.0,17,0,0,17262.0,0.22,0.41,7077.0,0
100560,49,Affluent,East,66,80000,24244.0,16,0,0,44496.0,0.56,0.23,10234.0,0
100561,56,Mass,North,168,120000,9621.0,25,0,0,24281.0,0.2,0.33,8013.0,0
100562,45,Mass,West,145,80000,15585.0,20,0,0,20800.0,0.26,0.57,11856.0,0
100563,41,Mass,South,119,80000,28155.0,23,0,0,20260.0,0.25,0.3,6078.0,0
100564,56,Mass,North,162,200000,25605.0,14,0,0,34253.0,0.17,0.26,8906.0,0
100565,30,Starter,North,124,80000,6331.0,30,0,0,15342.0,0.19,0.41,6290.0,0
100566,57,Starter,North,144,50000,20988.0,20,0,0,6454.0,0.13,0.68,4389.0,0
100567,29,Starter,South,102,80000,1185.0,25,0,0,10430.0,0.13,0.69,7197.0,0
100568,44,Starter,West,66,50000,18399.0,24,0,0,918.0,0.02,0.23,211.0,0
100569,55,Mass,West,13,20000,34131.0,22,0,0,23574.0,1.18,0.54,12730.0,0
100570,69,Mass,West,111,80000,9943.0,17,0,0,21057.0,0.26,0.22,4633.0,0
100571,55,Starter,East,159,120000,10908.0,21,0,0,4029.0,0.03,0.65,2619.0,0
100572,68,Mass,East,34,120000,24494.0,20,0,0,36607.0,0.31,0.8,29286.0,0
100573,56,Starter,East,39,50000,4886.0,26,0,0,20025.0,0.4,0.57,11414.0,0
100574,38,Affluent,South,136,50000,12622.0,15,90,0,29761.0,0.6,0.51,15178.0,1
100575,69,Affluent,East,120,20000,23070.0,30,0,0,42166.0,2.11,0.32,13493.0,0
100576,59,Starter,South,126,200000,12609.0,22,0,0,13312.0,0.07,0.41,5458.0,0
100577,52,Mass,West,55,200000,15994.0,20,0,0,38065.0,0.19,0.75,28549.0,0
100578,44,Starter,East,27,80000,24326.0,22,30,0,13979.0,0.17,0.35,4893.0,1
100579,43,Mass,East,118,120000,21583.0,16,0,1,42085.0,0.35,0.09,3788.0,0
100580,52,Mass,North,53,80000,20268.0,31,0,0,27042.0,0.34,0.43,11628.0,0
100581,57,Starter,South,39,80000,15117.0,28,0,1,30193.0,0.38,0.45,13587.0,0
100582,32,Mass,West,65,20000,21146.0,18,0,0,13016.0,0.65,0.11,1432.0,0
100583,69,Starter,North,145,50000,16948.0,15,0,1,4689.0,0.09,0.03,141.0,0
100584,33,Starter,North,158,80000,21891.0,17,0,0,9869.0,0.12,0.29,2862.0,0
100585,43,Mass,West,13,80000,13776.0,22,0,0,11520.0,0.14,0.16,1843.0,0
100586,45,Mass,North,21,50000,16448.0,15,0,0,28669.0,0.57,0.19,5447.0,0
100587,55,Mass,South,147,120000,9585.0,22,0,0,37468.0,0.31,0.29,10866.0,0
100588,61,Mass,South,53,20000,17702.0,27,0,1,10732.0,0.54,0.35,3756.0,0
